Date,Value
1979-11-01,3.77
1979-12-01,1.13
1980-01-01,4.1
1980-02-01,0.67
1980-03-01,5.41
1980-04-01,5.51
1980-05-01,2.66
1980-06-01,1.81
1980-07-01,5.18
1980-08-01,2.87
1980-09-01,1.66
1980-10-01,2.3
1980-11-01,1.78
1980-12-01,0.6
1981-01-01,0.29
1981-02-01,2.43
1981-03-01,2.3
1981-04-01,1.75
1981-05-01,4.56
1981-06-01,2.49
1981-07-01,2.86
1981-08-01,1.32
1981-09-01,4.52
1981-10-01,3.9
1981-11-01,0.68
1981-12-01,3.79
1982-01-01,3.76
1982-02-01,4.75
1982-03-01,2.33
1982-04-01,2.01
1982-05-01,4.83
1982-06-01,4.99
1982-07-01,3.98
1982-08-01,5.2
1982-09-01,2.67
1982-10-01,4.13
1982-11-01,3.65
1982-12-01,2.53
1983-01-01,1.28
1983-02-01,4.12
1983-03-01,6.41
1983-04-01,7.95
1983-05-01,3.17
1983-06-01,2.38
1983-07-01,1.67
1983-08-01,2.23
1983-09-01,1.52
1983-10-01,7.73
1983-11-01,4.26
1983-12-01,5.61
1984-01-01,1.35
1984-02-01,4.85
1984-03-01,4.3
1984-04-01,3.97
1984-05-01,4.49
1984-06-01,2.34
1984-07-01,4.17
1984-08-01,9.54
1984-09-01,2.69
1984-10-01,1.42
1984-11-01,2.67
1984-12-01,1.84
1985-01-01,2.45
1985-02-01,3.64
1985-03-01,1.8
1985-04-01,1.75
1985-05-01,6.89
1985-06-01,2.08
1985-07-01,4.18
1985-08-01,8.67
1985-09-01,1.26
1985-10-01,3.77
1985-11-01,12.36
1985-12-01,0.85
1986-01-01,0.93
1986-02-01,2.87
1986-03-01,1.36
1986-04-01,1.67
1986-05-01,4.15
1986-06-01,0.62
1986-07-01,2.83
1986-08-01,4.31
1986-09-01,3.04
1986-10-01,2.76
1986-11-01,3.73
1986-12-01,5.48
1987-01-01,4.53
1987-02-01,4.55
1987-03-01,4.11
1987-04-01,11.35
1987-05-01,2.68
1987-06-01,0.71
1987-07-01,3.21
1987-08-01,1.08
1987-09-01,11.09
1987-10-01,1.1
1987-11-01,5.0
1987-12-01,2.16
1988-01-01,1.87
1988-02-01,1.07
1988-03-01,0.88
1988-04-01,3.4
1988-05-01,2.76
1988-06-01,3.66
1988-07-01,3.75
1988-08-01,4.3
1988-09-01,3.01
