Date,Value
1935-07-01,4.03
1935-08-01,6.11
1935-09-01,4.86
1935-10-01,2.25
1935-11-01,3.31
1935-12-01,1.94
1936-01-01,3.81
1936-02-01,2.28
1936-03-01,6.06
1936-04-01,2.2
1936-05-01,2.57
1936-06-01,2.33
1936-07-01,2.48
1936-08-01,2.35
1936-09-01,3.52
1936-10-01,5.53
1936-11-01,0.58
1936-12-01,4.33
1937-01-01,6.0
1937-02-01,2.51
1937-03-01,0.92
1937-04-01,4.91
1937-05-01,2.97
1937-06-01,4.7
1937-07-01,4.78
1937-08-01,4.95
1937-09-01,3.34
1937-10-01,7.23
1937-11-01,1.92
1937-12-01,0.81
1938-01-01,1.39
1938-02-01,0.91
1938-03-01,1.9
1938-04-01,1.37
1938-05-01,2.87
1938-06-01,4.18
1938-07-01,6.08
1938-08-01,3.22
1938-09-01,3.1
1938-10-01,0.56
1938-11-01,1.93
1938-12-01,3.14
1939-01-01,2.96
1939-02-01,4.34
1939-03-01,1.98
1939-04-01,2.53
1939-05-01,2.43
1939-06-01,2.91
1939-07-01,6.49
1939-08-01,3.17
1939-09-01,1.77
1939-10-01,2.23
1939-11-01,1.45
1939-12-01,1.34
1940-01-01,1.88
1940-02-01,1.42
1940-03-01,1.76
1940-04-01,2.86
1940-05-01,3.91
1940-06-01,6.26
1940-07-01,6.51
1940-08-01,6.83
1940-09-01,1.26
1940-10-01,1.53
1940-11-01,3.84
1940-12-01,2.51
1941-01-01,1.62
1941-02-01,0.07
1941-03-01,1.76
1941-04-01,2.86
1941-05-01,0.61
1941-06-01,2.86
1941-07-01,5.24
1941-08-01,2.95
1941-09-01,0.97
1941-10-01,1.1
1941-11-01,1.4
1941-12-01,3.61
1942-01-01,1.42
1942-02-01,1.33
1942-03-01,2.45
1942-04-01,0.67
1942-05-01,7.25
1942-06-01,3.93
1942-07-01,2.23
1942-08-01,7.55
1942-09-01,0.97
1942-10-01,6.92
1942-11-01,1.4
1942-12-01,2.58
1943-01-01,2.29
1943-02-01,0.68
1943-03-01,3.41
1943-04-01,2.0
1943-05-01,5.07
1943-06-01,6.19
1943-07-01,7.01
1943-08-01,2.66
1943-09-01,0.97
1943-10-01,2.37
1943-11-01,1.02
1943-12-01,1.19
1944-01-01,1.06
