Date,Value
1982-04-01,2.97
1982-05-01,3.48
1982-06-01,3.97
1982-07-01,9.21
1982-08-01,4.39
1982-09-01,2.55
1982-10-01,2.9
1982-11-01,2.7
1982-12-01,3.37
1983-01-01,1.59
1983-02-01,3.95
1983-03-01,6.04
1983-04-01,5.21
1983-05-01,2.5
1983-06-01,5.46
1983-07-01,0.51
1983-08-01,0.97
1983-09-01,3.05
1983-10-01,4.02
1983-11-01,5.63
1983-12-01,4.5
1984-01-01,3.98
1984-02-01,3.97
1984-03-01,8.65
1984-04-01,5.92
1984-05-01,4.52
1984-06-01,2.01
1984-07-01,3.55
1984-08-01,4.58
1984-09-01,1.86
1984-10-01,2.14
1984-11-01,3.34
1984-12-01,1.52
1985-01-01,3.54
1985-02-01,3.2
1985-03-01,1.8
1985-04-01,0.65
1985-05-01,2.36
1985-06-01,4.01
1985-07-01,5.31
1985-08-01,10.58
1985-09-01,4.97
1985-10-01,5.09
1985-11-01,6.99
1985-12-01,0.58
1986-01-01,2.69
1986-02-01,2.67
1986-03-01,1.16
1986-04-01,1.16
1986-05-01,3.15
1986-06-01,1.3
1986-07-01,7.01
1986-08-01,6.75
1986-09-01,0.63
1986-10-01,2.43
1986-11-01,2.46
1986-12-01,5.15
1987-01-01,5.53
1987-02-01,2.57
1987-03-01,1.65
1987-04-01,7.31
1987-05-01,2.94
1987-06-01,6.29
1987-07-01,1.2
1987-08-01,1.11
1987-09-01,4.43
1987-10-01,1.25
1987-11-01,3.13
1987-12-01,2.86
1988-01-01,2.53
1988-02-01,3.08
1988-03-01,1.98
1988-04-01,2.55
1988-05-01,4.81
1988-06-01,2.25
1988-07-01,7.5
1988-08-01,2.95
1988-09-01,1.74
1988-10-01,2.74
1988-11-01,4.34
1988-12-01,0.79
1989-01-01,1.88
1989-02-01,4.34
1989-03-01,5.0
1989-04-01,4.27
1989-05-01,5.02
1989-06-01,5.85
1989-07-01,4.0
1989-08-01,4.89
1989-09-01,5.33
1989-10-01,3.54
1989-11-01,3.0
1989-12-01,2.62
1990-01-01,2.84
1990-02-01,2.38
1990-03-01,2.54
1990-04-01,2.81
1990-05-01,6.85
1990-06-01,0.97
1990-07-01,6.74
1990-08-01,5.76
1990-09-01,1.92
1990-10-01,3.9
1990-11-01,1.7
1990-12-01,3.52
1991-01-01,3.62
1991-02-01,1.09
1991-03-01,5.87
1991-04-01,0.87
1991-05-01,0.91
1991-06-01,6.24
1991-07-01,3.47
1991-08-01,3.32
1991-09-01,2.69
1991-10-01,2.5
1991-11-01,0.67
1991-12-01,4.53
1992-01-01,1.57
1992-02-01,2.89
1992-03-01,5.87
1992-04-01,2.21
1992-05-01,4.95
1992-06-01,2.28
1992-07-01,5.68
1992-08-01,6.4
1992-09-01,2.35
1992-10-01,1.94
